id,country_id,country_code,country_name,region_id,region_name,income_group_id,income_group_name,income_group_acronym,implementing_agency_id,implementing_agency_acronym,implementing_agency_name,implementing_subagency_id,subagency_acronym,subagency_name,channel_category_id,channel_category_name,channel_subcategory_name,channel_subcategory_id,channel_id,channel_name,dac_category_id,dac_category_name,dac_sector_code,dac_sector_name,dac_purpose_code,dac_purpose_name,funding_account_id,funding_account_name,assistance_category_id,assistance_category_name,activity_id,activity_name,activity_project_number,activity_start_date,activity_end_date,transaction_type_id,transaction_type_name,fiscal_year,current_amount,constant_amount,funding_agency_id,funding_agency_name,funding_agency_acronym,aid_type_group_id,aid_type_group_name,activity_description,USG_sector_id,USG_sector_name,submission_id
14801294,8,ALB,Albania,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,9,Humanitarian,720,Emergency Response,72040,Emergency food aid,12x2278,Public Law 480 Title II Grants,1,Economic,227012,"Commodity Value for  Beans, Great Northern / Approximate Number of people fed: 30000. / Metric Tons: 300.",UTH00058,,,2,Obligations,2000,173100,236098,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Displaced Persons,37,"Protection, Assistance and Solutions",999
14801354,624,GNB,Guinea-Bissau,5,Sub-Saharan Africa,1,Low Income Country,LIC,16,PC,Peace Corps,999,NULL,not applicable,1,Government,Government - United States,1,1000012,U.S. Government - Peace Corps,7,Other,430,Other Multisector,43010,Multisector aid,11x0100,Peace Corps,1,Economic,69699,U.S. Peace Corps In-Country Funding,NULL,,,2,Obligations,2000,173000,235961,16,Peace Corps,PC,4,Technical Assistance,"U.S. Peace Corps In-Country Funding for Trainees, Volunteers, and Peace Corps Response (formerly Crisis Corps) Volunteers.  Peace Corps volunteers work primarily in the areas of agriculture, business development, education, environment, health and HIV/AIDS and youth.",31,Economic Opportunity,44
14801356,862,VEN,Venezuela,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,3990008,Enterprise - United States Other,2,Health and Population,140,Water Supply and Sanitation,14022,Sanitation - large systems,11x1001,Trade and Development Agency,1,Economic,96500,Feasibility Study - Hidrocentro Wastewater Treatment,NULL,,,2,Obligations,2000,173000,235961,17,Trade and Development Agency,TDA,4,Technical Assistance,"Feasibility Study - Hidrocentro Wastewater Treatment, through Selection in progress",18,Water Supply and Sanitation,70
14801401,231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,9,Humanitarian,720,Emergency Response,72040,Emergency food aid,12x2278,Public Law 480 Title II Grants,1,Economic,238428,Total Freight for  Indirect Support Costs,UTH11474,,,2,Obligations,2000,172800,235688,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Indirect Support Cost,37,"Protection, Assistance and Solutions",999
14801448,68,BOL,Bolivia,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,234591,Commodity Value for  Wheat Flour / Metric Tons: 757.,UTH07637,,,2,Obligations,2000,172600,235416,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Maternal-Child Health,37,"Protection, Assistance and Solutions",999
14801620,643,RUS,Russia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2277,Public Law 480 Title I Direct Credit and Food for Progress Program Account,1,Economic,190969,Food For Progress Title I - Commodity Value of Dry Yellow Peas (by 50 kg)/Metric TonZ: 490 [through Global Jewish Assistance and Relief Network],APH00147,,,2,Obligations,2000,171985,234577,5,Department of Agriculture,AGR,3,Project-Type,Food For Progress Title I - Commodity Value of Dry Yellow Peas (by 50 kg)/Metric TonZ: 490 [through Global Jewish Assistance and Relief Network],37,"Protection, Assistance and Solutions",999
14801639,688,SRB,Serbia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,9,Humanitarian,720,Emergency Response,72040,Emergency food aid,12x2278,Public Law 480 Title II Grants,1,Economic,227077,"Commodity Value for  Beans, Navy / Metric Tons: 300.",UTH00123,,,2,Obligations,2000,171900,234461,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Cooperating Sponsor,37,"Protection, Assistance and Solutions",999
14801668,887,YEM,Yemen,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x4336,Commodity Credit Corporation Fund,1,Economic,193178,Section 416(b) Food Aid - Commodity Value of AP Flour (by 50 kg)/Metric TonZ: 890 [through Government of Yemen],APH02356,,,2,Obligations,2000,171770,234284,5,Department of Agriculture,AGR,3,Project-Type,Section 416(b) Food Aid - Commodity Value of AP Flour (by 50 kg)/Metric TonZ: 890 [through Government of Yemen],37,"Protection, Assistance and Solutions",999
14801680,231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,235487,"Commodity Value for  Wheat, bagged / Metric Tons: 1253.",UTH08533,,,2,Obligations,2000,171700,234188,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Food-for-Work,37,"Protection, Assistance and Solutions",999
14801706,356,IND,India,4,South and Central Asia,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,237479,"Total Freight for  Corn, Soya Blend / Metric Tons: 1107.",UTH10525,,,2,Obligations,2000,171600,234052,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Pre-School Feeding,37,"Protection, Assistance and Solutions",999
14801758,68,BOL,Bolivia,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,227929,"Commodity Value for  Commodity Unknown, Section 202e",UTH00975,,,2,Obligations,2000,171400,233779,5,Department of Agriculture,AGR,3,Project-Type,"Commodity Value for  Commodity Unknown, Section 202e",37,"Protection, Assistance and Solutions",999
14801779,332,HTI,Haiti,6,Western Hemisphere,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,231871,Commodity Value for  Soy Fortified Bulgur / Metric Tons: 897.,UTH04917,,,2,Obligations,2000,171300,233643,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Food-for-Work,37,"Protection, Assistance and Solutions",999
14801829,232,ERI,Eritrea,5,Sub-Saharan Africa,1,Low Income Country,LIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x4336,Commodity Credit Corporation Fund,1,Economic,193412,Section 416(b) Food Aid - Commodity Value of Corn Soy Milk (by 25 kg)/Metric TonZ: 600 [through UN World Food Program],APH02590,,,2,Obligations,2000,171030,233274,5,Department of Agriculture,AGR,3,Project-Type,Section 416(b) Food Aid - Commodity Value of Corn Soy Milk (by 25 kg)/Metric TonZ: 600 [through UN World Food Program],37,"Protection, Assistance and Solutions",999
14801840,231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,234865,"Commodity Value for  Wheat, Hard Red Winter, w/bags, needles & twine / Metric Tons: 1336.",UTH07911,,,2,Obligations,2000,171000,233233,5,Department of Agriculture,AGR,3,Project-Type,"USAID Title II Food Aid.  Monetization of food aid, Direct Feeding",37,"Protection, Assistance and Solutions",999
14801976,170,COL,Colombia,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,31,NAVY,Department of the Navy,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000021,U.S. Government - Department of the Navy,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,97xDEDA,Excess Defense Articles,2,Military,18741,"DoD Excess Defense Articles, EDA Grant (516)",NULL,,,2,Obligations,2000,170500,232551,7,Department of Defense,DOD,3,Project-Type,"DoD Excess Defense Articles, EDA Grant (516). MACHINE GUN, Model: M60E3, Quantity Delivered: 55.",3,Stabilization Operations and Security Sector Reform,19
14801983,356,IND,India,4,South and Central Asia,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,239631,"Total Freight for  Rice, bagged / Metric Tons: 1100.",UTH12677,,,2,Obligations,2000,170500,232551,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.,37,"Protection, Assistance and Solutions",999
14802003,800,UGA,Uganda,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,228350,"Commodity Value for  Commodity Unknown, Section 202e",UTH01396,,,2,Obligations,2000,170500,232551,5,Department of Agriculture,AGR,3,Project-Type,"Commodity Value for  Commodity Unknown, Section 202e",37,"Protection, Assistance and Solutions",999
14802082,231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x4336,Commodity Credit Corporation Fund,1,Economic,193742,Section 416(b) Food Aid - Commodity Value of SRW (by Bulk)/Metric TonZ: 1634 [through UN World Food Program],APH02920,,,2,Obligations,2000,170116,232028,5,Department of Agriculture,AGR,3,Project-Type,Section 416(b) Food Aid - Commodity Value of SRW (by Bulk)/Metric TonZ: 1634 [through UN World Food Program],37,"Protection, Assistance and Solutions",999
14802236,862,VEN,Venezuela,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,3990008,Enterprise - United States Other,2,Health and Population,140,Water Supply and Sanitation,14021,Water supply - large systems,11x1001,Trade and Development Agency,1,Economic,96501,Feasibility Study - Hidrosuroeste Water Storage Resevoir,NULL,,,2,Obligations,2000,170000,231869,17,Trade and Development Agency,TDA,4,Technical Assistance,"Feasibility Study - Hidrosuroeste Water Storage Resevoir, through Selection in progress",18,Water Supply and Sanitation,70
14802356,332,HTI,Haiti,6,Western Hemisphere,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,234721,"Commodity Value for  Wheat, Hard Red Winter, bulk / Metric Tons: 1500.",UTH07767,,,2,Obligations,2000,169500,231187,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Maternal-Child Health,37,"Protection, Assistance and Solutions",999
14802528,1002,WLD,World,7,World,0,NULL,NULL,17,TDA,Trade and Development Agency,999,NULL,not applicable,1,Government,Government - United States,1,1000019,U.S. Government - Trade and Development Agency,7,Other,430,Other Multisector,43010,Multisector aid,11x1001,Trade and Development Agency,1,Economic,98100,Other Trade-Related Programs - Port Conference,NULL,,,2,Obligations,2000,168849,230300,17,Trade and Development Agency,TDA,4,Technical Assistance,Other Trade-Related Programs - Port Conference,52,Multi-sector - Unspecified,70
14802615,404,KEN,Kenya,5,Sub-Saharan Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,242777,"Total Freight for  Vegetable Oil, bulk / Metric Tons: 2030.",UTH15823,,,2,Obligations,2000,168500,229823,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Monetization of food aid.,37,"Protection, Assistance and Solutions",999
14802647,643,RUS,Russia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2277,Public Law 480 Title I Direct Credit and Food for Progress Program Account,1,Economic,191065,Food For Progress Title I - Commodity Value of Rice (by 50 kg)/Metric TonZ: 590 [through International Orthodox Christian Charities],APH00243,,,2,Obligations,2000,168357,229628,5,Department of Agriculture,AGR,3,Project-Type,Food For Progress Title I - Commodity Value of Rice (by 50 kg)/Metric TonZ: 590 [through International Orthodox Christian Charities],37,"Protection, Assistance and Solutions",999
14802722,356,IND,India,4,South and Central Asia,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,232286,"Commodity Value for  Vegetable Oil, 20 Liters / Metric Tons: 240.",UTH05332,,,2,Obligations,2000,168000,229142,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  General Relief,37,"Protection, Assistance and Solutions",999
14802727,328,GUY,Guyana,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,11x1081,International Military Education and Training,2,Military,25270,DOD - International Military Education & Training (IMET) Program/Deliveries,NULL,,,2,Obligations,2000,168000,229142,7,Department of Defense,DOD,4,Technical Assistance,"The dollar value allocated in any fiscal year for the training of foreign military students both overseas and in the continental United States, and the cost of training aids and materials associated with such training, for which the U.S. Government receives no dollar reimbursement.",3,Stabilization Operations and Security Sector Reform,27
14802734,268,GEO,Georgia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,2,STATE,Department of State,67,PRM,"Population, Refugees, and Migration",7,Multilateral,Multilateral - United Nations,12,4000452,United Nations Office of Co-ordination of Humanitarian Affairs,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,19x1143,"Department of  State, Migration and Refugee Assistance",1,Economic,83656,Refugee Assistance Activities,NULL,,,2,Obligations,2000,168000,229142,2,Department of State,STATE,2,Core contributions,"United States Population Migration and Refugee Assistance, Appropriation 1143.  Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [United Nations Office of Co-ordination of Humanitarian Affairs]",37,"Protection, Assistance and Solutions",65
14802797,1019,EUS,Eurasia Region,2,Europe and Eurasia,0,NULL,NULL,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x4336,Commodity Credit Corporation Fund,1,Economic,192966,Section 416(b) Food Aid - Commodity Value of AP Flour (by 10 lb)/Metric TonZ: 630 [through American Red Cross],APH02144,,,2,Obligations,2000,167838,228921,5,Department of Agriculture,AGR,3,Project-Type,Section 416(b) Food Aid - Commodity Value of AP Flour (by 10 lb)/Metric TonZ: 630 [through American Red Cross],37,"Protection, Assistance and Solutions",999
14802801,643,RUS,Russia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2277,Public Law 480 Title I Direct Credit and Food for Progress Program Account,1,Economic,190933,Food For Progress Title I - Commodity Value of Dk Red Kidney Beans (by 2 lb)/Metric TonZ: 210 [through American Red Cross],APH00111,,,2,Obligations,2000,167826,228904,5,Department of Agriculture,AGR,3,Project-Type,Food For Progress Title I - Commodity Value of Dk Red Kidney Beans (by 2 lb)/Metric TonZ: 210 [through American Red Cross],37,"Protection, Assistance and Solutions",999
14802811,800,UGA,Uganda,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,9,Humanitarian,720,Emergency Response,72040,Emergency food aid,12x2278,Public Law 480 Title II Grants,1,Economic,239294,"Total Freight for  Peas, Green / Metric Tons: 445.",UTH12340,,,2,Obligations,2000,167800,228869,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Development Assistance (funds),37,"Protection, Assistance and Solutions",999
14802874,1002,WLD,World,7,World,0,NULL,NULL,2,STATE,Department of State,51,NED,National Endowment for Democracy,3,NGO,NGO - United States,5,4001035,Center for International Private Enterprise,3,Governance,151,Government and Civil Society,15110,Public sector policy and administrative management,19x0210,"Department of State, National Endowment for Democracy",1,Economic,51987,National Endowment for Democracy Grant to Center for International Private Enterprise,NULL,,,2,Obligations,2000,167508,228470,2,Department of State,STATE,3,Project-Type,"To build a strategy for making Central American countries competitive in the global economy. This project will work with business associations in El Salvador, Guatemala, Honduras and Nicaragua.",7,Rule of Law and Human Rights,41
14802902,116,KHM,Cambodia,1,East Asia and Oceania,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,9,Humanitarian,720,Emergency Response,72040,Emergency food aid,12x2278,Public Law 480 Title II Grants,1,Economic,238353,Total Freight for  Indirect Support Costs,UTH11399,,,2,Obligations,2000,167400,228323,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Indirect Support Cost,37,"Protection, Assistance and Solutions",999
14802906,360,IDN,Indonesia,1,East Asia and Oceania,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,236034,"Total Freight for  Beans, Pinto / Approximate Number of people fed: 75000. / Metric Tons: 1080.",UTH09080,,,2,Obligations,2000,167400,228323,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Food-for-Work,37,"Protection, Assistance and Solutions",999
14802943,504,MAR,Morocco,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,97xDEDA,Excess Defense Articles,2,Military,19162,"DoD Excess Defense Articles, EDA Grant (516)",2320000771616,,,2,Obligations,2000,167280,228159,7,Department of Defense,DOD,3,Project-Type,"DoD Excess Defense Articles, EDA Grant (516). TRUCK, CARGO, 2.5T, Model: M35A2, Quantity Delivered: 20.",3,Stabilization Operations and Security Sector Reform,19
14802991,716,ZWE,Zimbabwe,5,Sub-Saharan Africa,1,Low Income Country,LIC,19,ADF,African Development Foundation,999,NULL,not applicable,8,Enterprises,Enterprises - Non United States,20,4002961,Commercial and Industrial Brick Molding Cooperative,5,Economic Growth,321,Industry,32166,Cement/lime/plaster,11x0700,African Development Foundation,1,Economic,25368,Brick Molding and Pre-Cast Wall Project,B026,,,2,Obligations,2000,167031,227820,19,African Development Foundation,ADF,3,Project-Type,Brick Molding and Pre-Cast Wall Project,33,Manufacturing,29
14803028,834,TZA,Tanzania,5,Sub-Saharan Africa,1,Low Income Country,LIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,11x1081,International Military Education and Training,2,Military,25270,DOD - International Military Education & Training (IMET) Program/Deliveries,NULL,,,2,Obligations,2000,167000,227778,7,Department of Defense,DOD,4,Technical Assistance,"The dollar value allocated in any fiscal year for the training of foreign military students both overseas and in the continental United States, and the cost of training aids and materials associated with such training, for which the U.S. Government receives no dollar reimbursement.",3,Stabilization Operations and Security Sector Reform,27
14803072,288,GHA,Ghana,5,Sub-Saharan Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,232593,"Commodity Value for  Vegetable Oil, 4 Liters / Approximate Number of people fed: 10000. / Metric Tons: 230.",UTH05639,,,2,Obligations,2000,166800,227505,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.,37,"Protection, Assistance and Solutions",999
14803075,332,HTI,Haiti,6,Western Hemisphere,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,233289,"Commodity Value for  Vegetable Oil, 4 Liters / Metric Tons: 230.",UTH06335,,,2,Obligations,2000,166800,227505,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.,37,"Protection, Assistance and Solutions",999
14803076,332,HTI,Haiti,6,Western Hemisphere,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,233290,"Commodity Value for  Vegetable Oil, 4 Liters / Metric Tons: 230.",UTH06336,,,2,Obligations,2000,166800,227505,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Food-for-Work,37,"Protection, Assistance and Solutions",999
14803087,48,BHR,Bahrain,3,Middle East and North Africa,4,High Income Country,HIC,8,ARMY,Department of the Army,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000014,U.S. Government - Department of the Army,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,97xDEDA,Excess Defense Articles,2,Military,19191,"DoD Excess Defense Articles, EDA Grant (516)",2320000771616,,,2,Obligations,2000,166740,227423,7,Department of Defense,DOD,3,Project-Type,"DoD Excess Defense Articles, EDA Grant (516). TRUCK, CARGO, 2.5T, Model: M35A2, Quantity Delivered: 70.",3,Stabilization Operations and Security Sector Reform,19
14803164,643,RUS,Russia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2277,Public Law 480 Title I Direct Credit and Food for Progress Program Account,1,Economic,191036,Food For Progress Title I - Commodity Value of Rice (by 2 lb)/Metric TonZ: 500 [through Project Aid Siberia],APH00214,,,2,Obligations,2000,166500,227096,5,Department of Agriculture,AGR,3,Project-Type,Food For Progress Title I - Commodity Value of Rice (by 2 lb)/Metric TonZ: 500 [through Project Aid Siberia],37,"Protection, Assistance and Solutions",999
14803238,643,RUS,Russia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2277,Public Law 480 Title I Direct Credit and Food for Progress Program Account,1,Economic,191066,Food For Progress Title I - Commodity Value of Rice (by 50 kg)/Metric TonZ: 630 [through Global Jewish Assistance and Relief Network],APH00244,,,2,Obligations,2000,166175,226652,5,Department of Agriculture,AGR,3,Project-Type,Food For Progress Title I - Commodity Value of Rice (by 50 kg)/Metric TonZ: 630 [through Global Jewish Assistance and Relief Network],37,"Protection, Assistance and Solutions",999
14803311,643,RUS,Russia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2277,Public Law 480 Title I Direct Credit and Food for Progress Program Account,1,Economic,191008,Food For Progress Title I - Commodity Value of Lentils (by 50 kg)/Metric TonZ: 490 [through Global Jewish Assistance and Relief Network],APH00186,,,2,Obligations,2000,165929,226316,5,Department of Agriculture,AGR,3,Project-Type,Food For Progress Title I - Commodity Value of Lentils (by 50 kg)/Metric TonZ: 490 [through Global Jewish Assistance and Relief Network],37,"Protection, Assistance and Solutions",999
14803325,320,GTM,Guatemala,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,231269,"Commodity Value for  Rice, bagged / Metric Tons: 669.",UTH04315,,,2,Obligations,2000,165900,226277,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Food-for-Work,37,"Protection, Assistance and Solutions",999
